Full label,sa-east-1:AWS/EC2 InstanceId:i-0cc67b525d20d0b6f CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-00e86ca81b426f813 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0b8b99a020b2df471 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0b74bd7709a203038 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0abf6b36aa2a2dc8d CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-07657ac99abfc46a3 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-069620b5ca09638cf CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-073b4efd7f0228cd5 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-03872ade62bc8225a CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-09aa94826005e35f9 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0cc2e9b3719af457c CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0a8dadf356b2c1795 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0df186a05c3ca9670 CPUUtilization Maximum 3600
Label,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization
2023/01/03 07:00:00,38.57833333333333,14.896666666666665,,,,,,,,,,,
2023/01/03 08:00:00,35.51166666666667,16.41,,,,,,,,,,,
2023/01/03 09:00:00,39.58666666666666,21.213333333333335,,,,,,,,,,,
2023/01/03 10:00:00,79.49166666666667,40.15166666666667,31.30166666666667,35.4,,,,,,,,,
2023/01/03 11:00:00,43.46666666666666,92.52666666666666,89.835,90.36666666666666,77.53666666666666,77.38795646594109,77.14166666666667,,,,,,
2023/01/03 12:00:00,44.65,83.035,85.39666666666666,84.63666666666667,83.82,78.49297488291471,82.91,92.105,81.14166666666667,73.21711304811586,75.83833333333332,,
2023/01/03 13:00:00,39.77833333333333,77.31166666666667,90.21333333333334,69.07666666666667,74.48833333333333,86.635,72.95,63.068333333333335,68.26166666666666,65.40166666666667,66.355,85.83333333333333,
2023/01/03 14:00:00,36.96666666666666,77.16666666666666,84.17833333333334,71.475,75.82666666666665,58.784020266328895,68.97833333333332,61.095,66.235,60.68,61.70230496158397,67.38666666666666,
2023/01/03 15:00:00,100,85.91,78.55166666666666,75.28666666666666,92.12666666666667,59.19333333333332,77.39333333333333,57.42166666666667,,39.193333333333335,,,
2023/01/03 16:00:00,61.675,92.17999999999999,90.27666666666667,94.35333333333334,91.15333333333332,79.03,82.46666666666665,,,,,,
2023/01/03 17:00:00,41.10333333333333,84.53333333333333,84.81166666666667,82.67833333333334,85.40166666666666,81.30499999999999,79.895,81.50333333333333,82.645,72.51333333333332,73.90333333333334,,
2023/01/03 18:00:00,35.269999999999996,76.99166666666667,75.255,74.955,82.52833333333334,69.30166666666666,74.88333333333334,66.635,67.385,76.325,67.44333333333334,72.205,
2023/01/03 19:00:00,62.519999999999996,71.32666666666667,73.35,68.30333333333334,71.29666666666667,60.25166666666667,73.89333333333333,60.54399093348444,62.366666666666674,59.675,62.76666666666667,61.20323306391135,
2023/01/03 20:00:00,38.41666666666667,84.29166666666666,74.86708554857418,74.55833333333334,74.23,70.81,73.33666666666666,63.86833333333334,64.64333333333332,71.27833333333334,42.916666666666664,,
2023/01/03 21:00:00,41.41166666666667,77.58,64.1,67.03666666666666,60.64333333333334,,,,,,,,
2023/01/03 22:00:00,40.61598973350444,93.40833333333333,,,,,,,,,,,
2023/01/03 23:00:00,47.97,45.90166666666667,20.138333333333335,23.075,24.446666666666665,11.211666666666668,16.855,13.751666666666667,14.591666666666665,15.045,13.953333333333335,12.285,13.81643639272679
2023/01/04 00:00:00,49.678333333333335,7.455,12.468333333333332,8.786666666666665,11.393333333333333,9.508491808196803,8.716666666666667,7.488333333333332,8.643333333333333,9.745,9.608333333333334,8.616666666666667,4.853414223570392
2023/01/04 01:00:00,44.11666666666666,21.011666666666667,5.245,6.763333333333334,6.3,6.353333333333333,6.505,5.666666666666666,5.585,7.199999999999999,6.61,7.085,3.6183333333333327
2023/01/04 02:00:00,56.20333333333333,69.74166666666666,,,,,,,,,,,
2023/01/04 03:00:00,50.519999999999996,30.526666666666667,,,,,,,,,,,
2023/01/04 04:00:00,48.02833333333333,17.235,,,,,,,,,,,
2023/01/04 05:00:00,45.11666666666667,16.235,,,,,,,,,,,
2023/01/04 06:00:00,41.358333333333334,11.321666666666665,,,,,,,,,,,
2023/01/04 07:00:00,44.644999999999996,10.426666666666666,,,,,,,,,,,
2023/01/04 08:00:00,46.769999999999996,16.178333333333335,,,,,,,,,,,
2023/01/04 09:00:00,38.111666666666665,16.153333333333332,,,,,,,,,,,
2023/01/04 10:00:00,87.38666666666666,53.30166666666667,,,,,,,,,,,
2023/01/04 11:00:00,40.83333333333333,88.82,91.42166666666667,94.14333333333333,85.05,77.84166666666665,84.46833333333333,,,,,,
2023/01/04 12:00:00,39.625,84.54666666666667,86.81166666666667,91.21166666666666,91.90833333333333,86.67999999999999,85.35833333333333,83.43833333333333,89.32982216370273,89.44666666666666,69.52833333333334,,
